Comp3,Comp2,Comp1,Comp4,Comp5,Comp9,Comp12,Comp6,Comp7,Comp10,prognosis
0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,Cancer
0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,Cancer
0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,Cancer
0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,Cancer
0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,Cancer
0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,Cancer
0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,Cancer
0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,Cancer
0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,Cancer
0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,Cancer
0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,Cancer
0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,Cancer
0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,Cancer
0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,Cancer
1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,Dementia
1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,Dementia
1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,Dementia
1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Dementia
1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,Dementia
1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,Dementia
2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,Dementia
1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,Dementia
2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,Dementia
2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,Dementia
1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,Dementia
1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,Dementia
1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,Dementia
1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,Dementia
2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,Dementia
1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,Dementia
1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Stroke
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,Dengue
1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,Dengue
1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,Dengue
0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,Dengue
1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,Dengue
2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,Dengue
2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Dengue
2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Dengue
2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,Dengue
1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,Dengue
2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Dengue
1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,Dengue
2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,Dysentery
2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Dysentery
2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,Constipation
2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,Constipation
2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,Constipation
2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,Constipation
1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,Constipation
0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,Constipation
2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,Constipation
2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,Constipation
0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,Constipation
2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,Constipation
2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,Constipation
2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,Constipation
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,Conjunctivitis
1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Conjunctivitis
2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,Arthritis
2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,Arthritis
2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,Arthritis
2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,Arthritis
2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,Arthritis
1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,Arthritis
2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,Arthritis
2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,Arthritis
2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,Arthritis
2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,Arthritis
0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,Pneumonia
0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,Pneumonia
0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,Pneumonia
0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,Pneumonia
0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,Pneumonia
0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,Pneumonia
0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,Pneumonia
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,Malaria
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,Malaria
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,Malaria
2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,Malaria
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,Malaria
0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,Malaria
2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,Malaria
1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,Malaria
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,Malaria
1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,Malaria
2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,Malaria
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,Malaria
0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,Malaria
2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,Malaria
0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,Heart Attack
1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,Heart Attack
1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,Heart Attack
0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,Heart Attack
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,Heart Attack
0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,Heart Attack
1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,Heart Attack
0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,Heart Attack
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,Heart Attack
0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,Heart Attack
0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,Heart Attack
0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,Heart Attack
0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,Heart Attack
2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,Glaucoma
0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,Glaucoma
2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,Glaucoma
0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,Glaucoma
2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Glaucoma
2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,Glaucoma
2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Glaucoma
2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,Glaucoma
1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Glaucoma
2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,Glaucoma
0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,Rabies
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Rabies
0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,Rabies
0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,Rabies
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Rabies
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Rabies
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Rabies
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Rabies
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Rabies
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Rabies
0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,Swine Flu
0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,Swine Flu
0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,Swine Flu
0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,Swine Flu
0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,Swine Flu
0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,Swine Flu
0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,Swine Flu
0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,Swine Flu
0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,Swine Flu
0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,Swine Flu
0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,Swine Flu
0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,Swine Flu
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,Swine Flu
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,Swine Flu
0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,Swine Flu
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Epilepsy
0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,Influenza
1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,Influenza
0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,Influenza
1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,Influenza
0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,Influenza
1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,Influenza
0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,Influenza
0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,Influenza
2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,Influenza
0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,Influenza
0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,Influenza
0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,Influenza
1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,Sclerosis
1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,Sclerosis
1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,Sclerosis
1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,Sclerosis
1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,Sclerosis
1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,Sclerosis
1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,Sclerosis
1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,Sclerosis
1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,Sclerosis
1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,Sclerosis
0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,Tuberculosis
0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,Tuberculosis
0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,Tuberculosis
0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,Tuberculosis
